Id,category,type,city,region,size,room_count,bathroom_count,price
4970,Appartements,À Vendre,Nabeul,Hammamet,140.0,2.0,1.0,350.0
5075,Maisons et Villas,À Vendre,Nabeul,Hammamet,340.0,2.0,1.0,175.0
3386,Appartements,À Louer,Ariana,Ariana Ville,250.0,3.0,1.0,0.5
1762,Appartements,À Vendre,Tunis,Manar,125.0,4.0,1.0,335.0
652,Appartements,À Vendre,Tunis,Menzah,140.0,3.0,1.0,340.0
7506,Appartements,À Vendre,Ariana,La Soukra,107.0,2.0,1.0,220.0
9124,Terrains et Fermes,À Vendre,Ariana,Raoued,,,,220.0
8255,Terrains et Fermes,À Vendre,Zaghouan,Autres villes,,,,140.0
2,Maisons et Villas,À Vendre,Mahdia,Mahdia,600.0,5.0,3.0,700.0
8957,Terrains et Fermes,À Vendre,Ariana,Autres villes,,,,250.0
6104,Terrains et Fermes,À Vendre,Nabeul,Kélibia,,,,12.0
6289,Appartements,À Vendre,Sousse,Sousse,161.0,3.0,1.0,520.0
8763,Terrains et Fermes,À Vendre,Gabès,Mareth,,,,1111.0
8299,Terrains et Fermes,À Vendre,Sfax,Sakiet Eddaïer,,,,70.0
828,Appartements,À Louer,Sfax,Sakiet Eddaïer,125.0,4.0,1.0,0.4
7132,Terrains et Fermes,À Vendre,Sousse,Sousse Jawhara,,,,20918.475
4138,Locations de vacances,À Louer,Monastir,Monastir,90.0,2.0,1.0,0.06
11971,Maisons et Villas,À Louer,Sousse,Hammam Sousse,200.0,3.0,1.0,0.7
6958,Maisons et Villas,À Louer,Ariana,Chotrana,100.0,2.0,1.0,0.29
785,Appartements,À Louer,Sfax,Sfax,120.0,2.0,2.0,1.0
3018,Terrains et Fermes,À Vendre,Ben arous,Autres villes,,,,26.0
10267,Appartements,À Vendre,Ariana,Ghazela,65.0,3.0,1.0,95.0
8647,Terrains et Fermes,À Vendre,Tunis,La Marsa,,,,4900.0
3017,Appartements,À Vendre,Tunis,L'aouina,68.0,1.0,1.0,180.0
5045,Appartements,À Louer,Sfax,Sfax,136.0,2.0,1.0,0.3
919,Appartements,À Louer,Tunis,Tunis,78.0,2.0,1.0,0.07
7517,Maisons et Villas,À Vendre,Sousse,Autres villes,250.0,4.0,1.0,250.0
12238,Terrains et Fermes,À Vendre,Ariana,Raoued,,,,110.0
4088,Terrains et Fermes,À Vendre,Ariana,Sidi Thabet,,,,280.0
5198,Terrains et Fermes,À Vendre,Bizerte,Autres villes,,,,400.0
422,Terrains et Fermes,À Vendre,Ariana,Mnihla,,,,83.0
2150,Appartements,À Louer,Ariana,Autres villes,110.0,3.0,1.0,0.6
8509,Maisons et Villas,À Vendre,Nabeul,Hammamet,180.0,3.0,1.0,190.0
543,Maisons et Villas,À Vendre,Kasserine,Kasserine Sud,250.0,4.0,1.0,75.0
3510,Maisons et Villas,À Vendre,Nabeul,Hammamet,110.0,2.0,1.0,65.0
852,Maisons et Villas,À Vendre,Sousse,Sahloul,400.0,3.0,1.0,600.0
6236,Maisons et Villas,À Vendre,Sousse,Hammam Sousse,354.0,3.0,2.0,520.0
2658,Appartements,À Vendre,Ariana,Ennasr,135.0,3.0,3.0,300.0
10422,Bureaux et Plateaux,À Louer,Tunis,Centre Urbain Nord,56.0,2.0,1.0,1.2
9187,Colocations,À Louer,Ben arous,Autres villes,100.0,3.0,1.0,0.14
377,Appartements,À Vendre,Sousse,Autres villes,66.0,2.0,1.0,140.0
8596,Maisons et Villas,À Vendre,Ben arous,Mohamedia,275.0,12.0,3.0,205.0
3066,Terrains et Fermes,À Vendre,Médenine,Djerba - Midoun,,,,55.0
3026,Terrains et Fermes,À Vendre,La manouba,Mornaguia,,,,600.0
7729,Appartements,À Vendre,Nabeul,Nabeul,84.0,2.0,1.0,125.0
1751,Appartements,À Louer,Ariana,Autres villes,50.0,1.0,1.0,0.8
9235,Terrains et Fermes,À Vendre,Ben arous,Radès,,,,550.0
3835,Maisons et Villas,À Vendre,Jendouba,Bou Salem,110.0,6.0,1.0,150.0
12708,Maisons et Villas,À Vendre,Nabeul,Hammamet,200.0,3.0,2.0,370.0
2091,Appartements,À Louer,Sousse,Sahloul,76.0,1.0,1.0,0.7
4498,Appartements,À Louer,Sousse,Hammam Sousse,150.0,3.0,1.0,1.2
59,Terrains et Fermes,À Vendre,Monastir,Beni Hassen,,,,15000.0
2611,Appartements,À Vendre,Sousse,Kantaoui,60.0,2.0,1.0,85.0
510,Maisons et Villas,À Vendre,Monastir,Moknine,280.0,4.0,1.0,110.0
5874,Appartements,À Louer,Tunis,Centre Urbain Nord,170.0,4.0,1.0,1.75
8513,Appartements,À Louer,Sousse,Hammam Sousse,94.0,2.0,1.0,0.55
12259,Bureaux et Plateaux,À Louer,Tunis,Le Kram,370.0,2.0,8.0,6.0
11481,Appartements,À Louer,Tunis,Sidi Daoud,120.0,2.0,1.0,2.3
9905,Bureaux et Plateaux,À Vendre,Tunis,Tunis,116.0,3.0,2.0,302.0
5352,Appartements,À Vendre,Ben arous,El Mourouj,85.0,2.0,1.0,120.0
9559,Terrains et Fermes,À Vendre,Ariana,Ariana Ville,,,,200.0
758,Appartements,À Vendre,Sfax,Autres villes,122.0,2.0,1.0,207.0
7332,Maisons et Villas,À Louer,Nabeul,Béni Khalled,100.0,2.0,1.0,0.4
2755,Maisons et Villas,À Vendre,Nabeul,Hammamet,140.0,3.0,2.0,155.0
3145,Appartements,À Vendre,Ariana,Ennasr,157.0,3.0,1.0,340.0
4874,Terrains et Fermes,À Vendre,Sousse,Hammam Sousse,,,,133.5
11065,Appartements,À Vendre,Tunis,Carthage,147.0,4.0,2.0,450.0
9397,Appartements,À Vendre,Ariana,Ennasr,199.0,3.0,3.0,410.0
9445,Terrains et Fermes,À Vendre,Monastir,Ouerdanine,,,,110.0
6990,Appartements,À Louer,Tunis,Autres villes,104.0,2.0,1.0,1.3
599,Bureaux et Plateaux,À Louer,Ariana,Ennasr,130.0,4.0,2.0,2.3
7446,Appartements,À Louer,Ben arous,Hammam Lif,110.0,2.0,1.0,0.58
9630,Maisons et Villas,À Vendre,Ariana,La Soukra,637.0,5.0,3.0,900.0
4441,Maisons et Villas,À Louer,Tunis,L'aouina,200.0,4.0,2.0,1.4
5829,Appartements,À Vendre,Nabeul,Hammamet,150.0,2.0,1.0,140.0
3836,Appartements,À Louer,Tunis,L'aouina,120.0,3.0,2.0,0.9
10726,Maisons et Villas,À Vendre,Ariana,Raoued,280.0,8.0,3.0,145.0
735,Terrains et Fermes,À Vendre,Sousse,Sousse Sidi Abdelhamid,,,,90.0
2322,Terrains et Fermes,À Vendre,Ariana,Raoued,,,,12.0
12090,Bureaux et Plateaux,À Vendre,Sousse,Sousse,75.0,3.0,1.0,150.0
3901,"Magasins, Commerces et Locaux industriels",À Vendre,Sfax,Autres villes,35.0,1.0,1.0,35.0
11187,Appartements,À Vendre,Tunis,Tunis,140.0,2.0,1.0,250.0
2682,Terrains et Fermes,À Vendre,La manouba,Borj El Amri,,,,510.0
5966,Maisons et Villas,À Vendre,Monastir,Autres villes,366.0,3.0,2.0,500.0
7238,Appartements,À Vendre,Ariana,Ennasr,222.0,4.0,2.0,530.0
10352,Terrains et Fermes,À Vendre,Ariana,Jardins D'el Menzah,,,,240.0
7182,Terrains et Fermes,À Vendre,Tunis,Autres villes,,,,45.0
5562,Terrains et Fermes,À Vendre,Ariana,Raoued,,,,90.0
10801,Appartements,À Vendre,Ariana,Borj Louzir,75.0,2.0,1.0,98.0
10393,Appartements,À Vendre,Ariana,Chotrana,116.0,2.0,2.0,160.0
11411,Terrains et Fermes,À Vendre,Kasserine,Kasserine,,,,680.0
10241,Locations de vacances,À Louer,Sousse,Sousse,80.0,1.0,1.0,0.06
2081,Colocations,À Louer,Ariana,Ariana Ville,75.0,2.0,2.0,0.12
12293,Appartements,À Louer,Mahdia,Autres villes,85.0,2.0,1.0,0.5
11101,Terrains et Fermes,À Vendre,Zaghouan,Zaghouan,,,,180.0
9451,Terrains et Fermes,À Vendre,Gafsa,Autres villes,,,,60.0
9849,Appartements,À Louer,Ariana,La Soukra,120.0,3.0,1.0,0.8
11442,Appartements,À Louer,Tozeur,Tozeur,74.0,2.0,1.0,0.12
12310,Terrains et Fermes,À Vendre,Bizerte,Ras Jebel,,,,24.0
3351,Appartements,À Vendre,Tunis,L'aouina,78.0,1.0,1.0,147.0
12653,Maisons et Villas,À Louer,Le kef,Kef Est,200.0,2.0,1.0,0.55
1161,Terrains et Fermes,À Vendre,Médenine,Djerba - Ajim,,,,37.0
5844,Maisons et Villas,À Vendre,Sidi bouzid,Sidi Ali Ben Aoun,272.0,3.0,1.0,68.0
9379,Maisons et Villas,À Vendre,Tunis,Mutuelleville,420.0,4.0,3.0,1550.0
7067,Terrains et Fermes,À Vendre,Tunis,Tunis,,,,85.0
8926,Appartements,À Vendre,Ariana,Ennasr,200.0,4.0,2.0,360.0
10805,Appartements,À Vendre,Sousse,Sousse Riadh,103.0,2.0,1.0,201.0
9010,Appartements,À Louer,Sousse,Kantaoui,80.0,1.0,1.0,0.5
6410,Appartements,À Louer,Sousse,Autres villes,100.0,2.0,1.0,0.7
12430,Appartements,À Louer,Sousse,Hammam Sousse,120.0,3.0,1.0,1.2
2297,Appartements,À Vendre,La manouba,La manouba,100.0,3.0,1.0,240.0
11364,Terrains et Fermes,À Vendre,Kairouan,Kairouan Sud,,,,330.0
3382,Maisons et Villas,À Louer,Ben arous,Boumhel,150.0,4.0,2.0,0.77
3589,Appartements,À Louer,Monastir,Monastir,50.0,1.0,1.0,0.6
6578,Maisons et Villas,À Vendre,Ben arous,Autres villes,860.0,3.0,1.0,250.0
6561,Maisons et Villas,À Vendre,Ariana,Ghazela,200.0,4.0,1.0,290.0
8687,Terrains et Fermes,À Vendre,Bizerte,Autres villes,,,,110.0
2364,Terrains et Fermes,À Vendre,Bizerte,Bizerte,,,,100.0
959,Maisons et Villas,À Vendre,Ben arous,Boumhel,150.0,3.0,2.0,330.0
10559,Appartements,À Vendre,Tunis,Menzah,113.0,2.0,2.0,220.0
7689,Maisons et Villas,À Louer,Tunis,La Marsa,200.0,4.0,2.0,3.3
7113,Appartements,À Vendre,Ariana,Autres villes,125.0,2.0,1.0,190.0
6532,"Magasins, Commerces et Locaux industriels",À Vendre,Ariana,La Soukra,330.0,1.0,1.0,1550.0
11709,Bureaux et Plateaux,À Louer,Bizerte,Autres villes,60.0,2.0,1.0,0.45
9403,Maisons et Villas,À Vendre,Tunis,Carthage,280.0,4.0,2.0,1200.0
2444,Maisons et Villas,À Vendre,Nabeul,Hammamet,360.0,2.0,1.0,95.0
8066,Terrains et Fermes,À Vendre,Bizerte,Bizerte Nord,,,,1111.0
12520,Appartements,À Vendre,Mahdia,Mahdia,57.0,1.0,1.0,152.0
1244,Maisons et Villas,À Louer,Ben arous,Radès,150.0,3.0,1.0,0.9
1263,Appartements,À Vendre,Tunis,L'aouina,110.0,3.0,2.0,270.0
5170,Appartements,À Vendre,Ariana,Borj Louzir,80.0,2.0,1.0,119.0
12041,Maisons et Villas,À Vendre,Nabeul,Hammamet,260.0,3.0,1.0,258.0
7431,Terrains et Fermes,À Vendre,Nabeul,Nabeul,,,,105.0
2279,Maisons et Villas,À Louer,Ben arous,Autres villes,150.0,4.0,2.0,1.0
1720,Terrains et Fermes,À Vendre,Bizerte,Bizerte Nord,,,,300.0
9420,Appartements,À Vendre,Sfax,Autres villes,140.0,3.0,1.0,130.0
1645,Terrains et Fermes,À Vendre,Ariana,Raoued,,,,180.0
4795,Appartements,À Vendre,Mahdia,Mahdia,53.0,1.0,1.0,125.0
4037,Appartements,À Louer,Sousse,Sousse Jawhara,100.0,2.0,1.0,0.77
995,Terrains et Fermes,À Vendre,Ariana,Mnihla,,,,300.0
8146,Maisons et Villas,À Louer,Tunis,Autres villes,900.0,1.0,1.0,0.06
5803,Appartements,À Vendre,Monastir,Sahline,70.0,3.0,1.0,85.0
9514,Appartements,À Louer,Tunis,La Marsa,150.0,3.0,2.0,0.7
11425,Bureaux et Plateaux,À Louer,Tunis,Tunis,270.0,1.0,4.0,7.5
9667,Terrains et Fermes,À Vendre,Sousse,Hammam Sousse,,,,1450.0
9783,Appartements,À Louer,Tunis,Carthage,80.0,1.0,1.0,1.6
1404,Terrains et Fermes,À Vendre,La manouba,La manouba,,,,1100.0
7129,Maisons et Villas,À Louer,Sousse,Sousse,150.0,3.0,2.0,1.2
6923,Terrains et Fermes,À Vendre,Jendouba,Autres villes,,,,180.0
10236,Bureaux et Plateaux,À Louer,Tunis,Centre Ville - Lafayette,210.0,6.0,2.0,6.0
9464,Maisons et Villas,À Louer,Ben arous,Autres villes,80.0,3.0,1.0,0.28
10851,Maisons et Villas,À Louer,Ariana,Autres villes,300.0,2.0,1.0,0.3
9121,Locations de vacances,À Louer,Ariana,Autres villes,90.0,1.0,1.0,0.09
1614,Appartements,À Louer,Sousse,Autres villes,100.0,2.0,1.0,0.75
1246,Terrains et Fermes,À Vendre,Bizerte,Bizerte Sud,,,,300.0
5331,Terrains et Fermes,À Vendre,Sousse,Zaouit-Ksibat Thrayett,,,,70.0
12451,Maisons et Villas,À Louer,Le kef,Kef Ouest,150.0,4.0,1.0,0.4
10299,Appartements,À Louer,Sousse,Sahloul,130.0,3.0,1.0,0.85
1222,Terrains et Fermes,À Vendre,Sousse,Kalaâ Sghira,,,,5000.0
3632,Appartements,À Louer,Ariana,Ariana,110.0,2.0,1.0,0.55
2460,Appartements,À Louer,Ariana,Raoued,85.0,3.0,1.0,0.33
6141,Appartements,À Vendre,Sousse,Akouda,85.0,2.0,1.0,230.0
275,Appartements,À Vendre,Ariana,Jardins D'el Menzah,56.0,2.0,1.0,158.0
7853,Maisons et Villas,À Louer,Tunis,Sidi Bou Said,1200.0,8.0,3.0,8.0
9985,Appartements,À Louer,Sousse,Sousse Jawhara,50.0,1.0,1.0,0.3
1335,Terrains et Fermes,À Vendre,Nabeul,Hammamet Nord,,,,75.0
5706,Appartements,À Louer,Ariana,Jardins D'el Menzah,120.0,3.0,1.0,0.7
6598,Appartements,À Vendre,La manouba,Manouba Ville,75.0,1.0,1.0,105.0
8772,Terrains et Fermes,À Vendre,Bizerte,Autres villes,,,,125.0
11417,Terrains et Fermes,À Vendre,Ben arous,Radès,,,,215.0
7483,"Magasins, Commerces et Locaux industriels",À Louer,Tunis,La Marsa,430.0,2.0,1.0,2.5
10380,Appartements,À Louer,Gabès,Gabès Médina,130.0,2.0,1.0,0.3
9742,Appartements,À Vendre,Nabeul,Hammamet,90.0,2.0,1.0,200.0
11430,Terrains et Fermes,À Vendre,Sfax,Kerkennah,,,,40.0
4814,Maisons et Villas,À Vendre,Nabeul,Hammamet,150.0,2.0,1.0,70.0
7918,Terrains et Fermes,À Vendre,Sousse,Akouda,,,,6400.0
4436,Maisons et Villas,À Vendre,Bizerte,Ghar El Melh,100.0,2.0,1.0,100.0
9097,Maisons et Villas,À Louer,Sousse,Sousse Médina,200.0,3.0,1.0,0.8
1067,Locations de vacances,À Louer,Tunis,L'aouina,125.0,3.0,2.0,0.09
11861,Appartements,À Louer,Ariana,Borj Louzir,80.0,3.0,1.0,0.48
455,Terrains et Fermes,À Vendre,La manouba,Borj El Amri,,,,162.5
1116,Terrains et Fermes,À Vendre,Ariana,Autres villes,,,,1600.0
4118,Maisons et Villas,À Louer,Ben arous,Mégrine,150.0,2.0,1.0,0.75
1741,Appartements,À Louer,Ariana,Borj Louzir,105.0,3.0,1.0,0.47
2867,Maisons et Villas,À Louer,Ariana,Raoued,150.0,3.0,1.0,0.7
6127,Appartements,À Vendre,Sousse,Kantaoui,127.0,3.0,1.0,290.0
1693,Terrains et Fermes,À Vendre,Ariana,Borj Louzir,,,,750.0
5915,Appartements,À Louer,Ariana,Ghazela,100.0,3.0,1.0,0.36
11185,Appartements,À Louer,Ben arous,Autres villes,125.0,3.0,1.0,0.57
4017,Maisons et Villas,À Vendre,Ariana,Raoued,138.0,1.0,1.0,80.0
4122,Terrains et Fermes,À Vendre,Sousse,Kalaâ Kebira,,,,45.0
11730,Terrains et Fermes,À Vendre,Bizerte,Autres villes,,,,48.0
1966,Maisons et Villas,À Louer,Ariana,La Soukra,400.0,5.0,3.0,3.7
2423,Appartements,À Vendre,Tunis,L'aouina,80.0,1.0,1.0,175.0
8244,Appartements,À Louer,La manouba,Djedeida,100.0,2.0,1.0,0.4
4946,Maisons et Villas,À Louer,Ariana,Ennasr,520.0,6.0,3.0,950.0
8538,Maisons et Villas,À Vendre,Gabès,Gabès Sud,122.0,2.0,1.0,150.0
11207,Appartements,À Vendre,La manouba,La manouba,71.0,2.0,1.0,110.0
5289,Appartements,À Louer,Monastir,Autres villes,130.0,2.0,2.0,0.45
10769,Appartements,À Louer,Tunis,L'aouina,60.0,1.0,1.0,0.85
8604,Appartements,À Louer,La manouba,La manouba,20.0,1.0,1.0,0.2
9834,Maisons et Villas,À Vendre,La manouba,La manouba,450.0,7.0,3.0,670.0
9547,Terrains et Fermes,À Vendre,Ariana,Sidi Thabet,,,,230.0
369,Terrains et Fermes,À Vendre,Ben arous,Ezzahra,,,,276.0
7112,Terrains et Fermes,À Vendre,Zaghouan,Zaghouan,,,,200.0
9701,Maisons et Villas,À Louer,Zaghouan,Autres villes,120.0,3.0,1.0,0.32
1183,Appartements,À Louer,Sousse,Sousse,139.0,2.0,1.0,1.5
12681,Terrains et Fermes,À Vendre,Nabeul,Béni Khiar,,,,113.0
1310,Bureaux et Plateaux,À Louer,Ariana,Autres villes,140.0,3.0,1.0,1.0
7407,Maisons et Villas,À Vendre,Sousse,Sousse Riadh,115.0,3.0,1.0,128.0
9737,Maisons et Villas,À Vendre,La manouba,Oued Ellil,130.0,3.0,1.0,120.0
2950,Appartements,À Louer,Tunis,El Omrane supérieur,90.0,3.0,1.0,0.8
5744,Appartements,À Vendre,Ben arous,Hammam Lif,110.0,2.0,1.0,190.0
5617,Colocations,À Louer,Ariana,Ariana Ville,80.0,2.0,1.0,250.0
6793,Appartements,À Louer,Ariana,Autres villes,105.0,3.0,1.0,0.09
955,Appartements,À Louer,Monastir,Monastir,85.0,2.0,1.0,0.4
475,Appartements,À Louer,Sfax,Sfax,220.0,4.0,1.0,0.38
10578,Appartements,À Louer,Ben arous,Radès,70.0,2.0,1.0,0.5
3298,Maisons et Villas,À Louer,Ariana,Borj Louzir,600.0,3.0,1.0,0.168
8293,Appartements,À Vendre,Ben arous,Boumhel,140.0,3.0,2.0,295.0
12322,Appartements,À Louer,Kairouan,Kairouan Sud,120.0,2.0,1.0,0.35
3608,Maisons et Villas,À Vendre,Nabeul,Nabeul,170.0,3.0,1.0,190.0
8116,Appartements,À Louer,Ariana,Ghazela,70.0,2.0,1.0,0.6
8191,Terrains et Fermes,À Vendre,Gabès,Autres villes,,,,290.0
3526,Maisons et Villas,À Vendre,Sousse,Sousse Jawhara,570.0,3.0,1.0,750.0
7831,Terrains et Fermes,À Vendre,Sousse,Sousse,,,,130.0
5101,Terrains et Fermes,À Vendre,Sfax,Autres villes,,,,85.0
5630,Terrains et Fermes,À Vendre,Tunis,La Marsa,,,,1800.0
8731,Maisons et Villas,À Vendre,Médenine,Djerba - Midoun,180.0,3.0,2.0,295.0
5123,Terrains et Fermes,À Vendre,Gabès,Autres villes,,,,30.0
3625,Maisons et Villas,À Vendre,Sousse,Zaouit-Ksibat Thrayett,234.0,3.0,1.0,220.0
3359,Appartements,À Louer,Tunis,La Marsa,120.0,2.0,1.0,2.1
12480,Terrains et Fermes,À Vendre,Ariana,Ariana,,,,12.0
85,Terrains et Fermes,À Vendre,Sousse,Sousse Jawhara,,,,800.0
9631,Appartements,À Louer,Sfax,Autres villes,100.0,2.0,2.0,0.6
9337,Appartements,À Louer,Sousse,Sousse Jawhara,100.0,3.0,1.0,0.65
3954,Appartements,À Vendre,Ben arous,Radès,100.0,3.0,1.0,165.0
3834,Bureaux et Plateaux,À Louer,Ariana,Autres villes,20.0,1.0,1.0,0.65
5980,Maisons et Villas,À Vendre,Tunis,Autres villes,270.0,6.0,1.0,120.0
7862,Appartements,À Louer,Bizerte,Bizerte,100.0,2.0,1.0,0.2
6087,Terrains et Fermes,À Vendre,Ariana,Jardins D'el Menzah,,,,650.0
6498,Appartements,À Louer,Sousse,Hammam Sousse,100.0,2.0,2.0,0.65
9088,Appartements,À Louer,Tunis,Autres villes,150.0,3.0,2.0,1.0
11647,Terrains et Fermes,À Vendre,Sousse,Akouda,,,,300.0
1221,Appartements,À Louer,Ariana,Ghazela,110.0,2.0,1.0,0.73
6305,Maisons et Villas,À Vendre,Tunis,El Kabaria,90.0,5.0,2.0,150.0
12170,"Magasins, Commerces et Locaux industriels",À Vendre,Ariana,Ariana Ville,120.0,1.0,1.0,390.0
11619,Terrains et Fermes,À Vendre,Sfax,Sfax,,,,110.0
7620,Appartements,À Vendre,Mahdia,Mahdia,170.0,3.0,1.0,185.0
1303,Terrains et Fermes,À Vendre,Monastir,Moknine,,,,250.0
11794,Maisons et Villas,À Vendre,Kairouan,Kairouan,420.0,4.0,1.0,398.0
1139,Appartements,À Louer,Ariana,Autres villes,125.0,3.0,2.0,0.85
7519,Appartements,À Vendre,Sousse,Sahloul,192.0,3.0,3.0,410.0
2158,Appartements,À Louer,Ben arous,Mégrine,70.0,2.0,1.0,0.55
12662,Appartements,À Louer,Sousse,Hammam Sousse,90.0,1.0,1.0,0.55
522,Terrains et Fermes,À Vendre,Tunis,Agba,,,,82.0
12256,"Magasins, Commerces et Locaux industriels",À Louer,Sfax,Autres villes,1600.0,1.0,0.0,0.25
4858,Appartements,À Louer,Sfax,Menzel Chaker,200.0,3.0,2.0,0.6
29,Appartements,À Louer,Tunis,Autres villes,400.0,3.0,1.0,0.12
5593,Appartements,À Louer,Monastir,Monastir,100.0,2.0,1.0,0.6
10525,Terrains et Fermes,À Vendre,Sfax,Sakiet Eddaïer,,,,60.0
3218,Maisons et Villas,À Louer,Ariana,La Soukra,170.0,4.0,2.0,1.5
4407,Appartements,À Louer,Tunis,La Marsa,75.0,3.0,1.0,0.78
11793,Maisons et Villas,À Louer,Ariana,Jardins D'el Menzah,247.0,3.0,2.0,1.5
984,Terrains et Fermes,À Vendre,Nabeul,Hammamet,,,,150.0
721,Terrains et Fermes,À Vendre,Sousse,Kalaâ Sghira,,,,400.0
10437,Appartements,À Vendre,Ariana,Ghazela,79.0,1.0,1.0,146.15
11345,Terrains et Fermes,À Vendre,Ariana,Raoued,,,,700.0
5526,Appartements,À Vendre,Sousse,Sousse Jawhara,146.0,3.0,2.0,340.0
3121,Terrains et Fermes,À Vendre,Monastir,Autres villes,,,,60.0
1226,Appartements,À Vendre,Ariana,Ennasr,157.0,4.0,2.0,441.0
4695,Maisons et Villas,À Vendre,Ariana,Raoued,250.0,4.0,2.0,260.0
2396,Appartements,À Louer,Ben arous,Hammam Lif,90.0,3.0,1.0,0.68
8103,Appartements,À Vendre,Ariana,Ariana,110.0,2.0,2.0,220.0
5965,Appartements,À Vendre,Tunis,L'aouina,134.0,3.0,2.0,295.0
3582,Terrains et Fermes,À Vendre,Ben arous,Mohamedia,,,,220.0
11349,Maisons et Villas,À Vendre,Bizerte,Mateur,100.0,2.0,1.0,85.0
11337,Colocations,À Louer,Tunis,Autres villes,80.0,2.0,1.0,0.12
8694,Appartements,À Louer,Tunis,Menzah,55.0,1.0,1.0,0.5
12558,Appartements,À Louer,Tunis,Le Bardo,90.0,2.0,1.0,0.5
6274,Maisons et Villas,À Vendre,Ariana,Autres villes,183.0,5.0,2.0,368.0
3585,Terrains et Fermes,À Vendre,La manouba,Mornaguia,,,,90.0
11996,Terrains et Fermes,À Vendre,Sousse,Sousse Riadh,,,,376.0
7548,Appartements,À Vendre,Sousse,Sahloul,130.0,3.0,2.0,180.0
7185,Appartements,À Louer,Sousse,Sahloul,110.0,2.0,1.0,0.4
2641,Locations de vacances,À Louer,Tozeur,Nefta,130.0,2.0,1.0,0.06
5072,Maisons et Villas,À Louer,Tunis,Carthage,500.0,7.0,2.0,3.2
10736,Appartements,À Louer,Monastir,Monastir,75.0,2.0,1.0,0.35
8114,Appartements,À Louer,Ariana,Ennasr,200.0,3.0,2.0,2.5
4367,Maisons et Villas,À Vendre,Sousse,Hergla,300.0,2.0,1.0,450.0
157,Terrains et Fermes,À Vendre,Ariana,Autres villes,,,,300.0
9243,Terrains et Fermes,À Vendre,Bizerte,Bizerte Nord,,,,222.0
11040,Appartements,À Louer,Ariana,Borj Louzir,70.0,3.0,1.0,0.435
4730,Appartements,À Louer,Monastir,Monastir,100.0,2.0,1.0,0.5
987,Maisons et Villas,À Vendre,Sousse,Zaouit-Ksibat Thrayett,116.0,3.0,1.0,150.0
901,Maisons et Villas,À Louer,Tunis,Autres villes,250.0,4.0,2.0,1.6
7994,Appartements,À Louer,Sfax,Sakiet Ezzit,120.0,4.0,1.0,0.6
9156,Appartements,À Louer,Tunis,Autres villes,150.0,4.0,1.0,0.7
7480,Appartements,À Louer,Sfax,Route Soukra,87.0,2.0,1.0,0.45
5961,Maisons et Villas,À Vendre,Sfax,Route Soukra,120.0,4.0,1.0,140.0
10923,Appartements,À Louer,Ariana,Ariana Ville,36.0,1.0,1.0,0.4
3502,Maisons et Villas,À Louer,Ben arous,Hammam Chott,150.0,3.0,1.0,0.85
3935,Appartements,À Vendre,Sousse,Sahloul,116.0,2.0,1.0,250.0
7234,Terrains et Fermes,À Vendre,Tunis,La Marsa,,,,380.0
11856,Bureaux et Plateaux,À Louer,Tunis,Le Kram,113.0,2.0,2.0,1.8
9996,"Magasins, Commerces et Locaux industriels",À Louer,Ariana,Autres villes,330.0,3.0,2.0,1.5
4298,Appartements,À Louer,Ariana,Ennasr,75.0,2.0,1.0,0.7
1269,Maisons et Villas,À Louer,Tunis,La Marsa,140.0,3.0,2.0,0.65
200,Maisons et Villas,À Vendre,Tunis,Menzah,500.0,4.0,2.0,1350.0
3408,Maisons et Villas,À Vendre,Tunis,Autres villes,200.0,3.0,2.0,90000.0
8309,Appartements,À Louer,Monastir,Autres villes,100.0,2.0,2.0,0.9
2980,Maisons et Villas,À Vendre,Ariana,La Soukra,370.0,3.0,3.0,760.0
11394,Maisons et Villas,À Vendre,Tunis,Le Bardo,250.0,3.0,1.0,400.0
10009,Maisons et Villas,À Vendre,Ariana,Ghazela,120.0,4.0,2.0,175.0
9837,Maisons et Villas,À Vendre,Ariana,Autres villes,335.0,4.0,1.0,300.0
5344,Appartements,À Vendre,Nabeul,Hammamet,130.0,2.0,1.0,290.0
7124,"Magasins, Commerces et Locaux industriels",À Vendre,Sousse,Sousse Jawhara,80.0,1.0,1.0,115.0
4280,Bureaux et Plateaux,À Louer,Sousse,Sahloul,120.0,2.0,1.0,1.1
8068,Appartements,À Vendre,Nabeul,Mrezga,340.0,2.0,2.0,690.0
9572,Maisons et Villas,À Vendre,Ariana,Raoued,240.0,5.0,1.0,280.0
1500,Appartements,À Vendre,Ben arous,Fouchana,117.0,4.0,1.0,121.0
4262,Maisons et Villas,À Louer,Tunis,La Marsa,220.0,4.0,2.0,2.0
4079,Appartements,À Vendre,Mahdia,Autres villes,111.0,3.0,1.0,130.0
3202,Terrains et Fermes,À Vendre,Tunis,La Marsa,,,,1110.0
910,"Magasins, Commerces et Locaux industriels",À Louer,Ben arous,Mégrine,180.0,3.0,1.0,1.2
3479,Appartements,À Louer,Sousse,Hammam Sousse,79.0,1.0,1.0,0.65
8170,Appartements,À Louer,Tunis,La Marsa,140.0,2.0,2.0,1.8
7912,Appartements,À Louer,Tunis,Autres villes,70.0,1.0,1.0,0.07
11370,Appartements,À Vendre,Sousse,Sahloul,143.0,3.0,1.0,299.0
3645,Maisons et Villas,À Vendre,Tozeur,Tozeur,200.0,3.0,1.0,120.0
